"text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","lon","lat"
"RT @darab_farooqui: Congratulations World for #HumanRightsDay. Abhi Nov-Dec mein, India ke Human Rights, Panama aur Switzerland mein Chhutt<U+0085>",6,FALSE,FALSE,807676906619310080,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:02:35 +0000 2016",NA,NA,"en",35,FALSE,"Delhi, India",3077950123,"Ex Gen.Sect @INCIndia Dist. Chandni Chowk -
Secretary  DELHI State ANJUMAN MINHAJ E RASOOL ( S ) -

Mere Liye mera ALLAH hi KAAFI hain !",TRUE,"Fri Mar 13 19:44:00 +0000 2015",14078,4400,12728,FALSE,NA,"Naseem Ahmed",NA,"en",NA,4055,"NNaseemahmad071",NA,NA
"RT @nrlc: Happy #HumanRightsDay! The most fundamental human right is the right to life itself. https://t.co/rbU0ApSLki",75,FALSE,FALSE,807676907709988864,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:02:35 +0000 2016",NA,NA,"en",0,FALSE,"Bellefonte, PA",806021059526934528,"God. family and. friends. and. pets",FALSE,"Tue Dec 06 06:22:50 +0000 2016",51,26,209,FALSE,NA,"Susan C PETERS",NA,"en",NA,75,"SusanCPETERS1",NA,NA
"RT @StefanMolyneux: It<U+0092>s #HumanRightsDay? Is the U.S. going to stop bombing brown people, selling weapons and funding terrorist governments<U+0085>",217,FALSE,FALSE,807676909312212992,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:02:35 +0000 2016",NA,NA,"en",36,FALSE,"Indiana, USA",16716652,"Flexible conservative! #TrumpPence16 is the solution. #MakeAmericaGreatAgain
#MuslimsTakeRootThenTakeOver",FALSE,"Mon Oct 13 04:42:02 +0000 2008",11010,3327,7505,FALSE,"https://gab.ai/houselmh","Linda House","Central Time (US & Canada)","en",-21600,4911,"houselm",NA,NA
"RT @stevemartins_nb: Today is #HumanRightsDay &amp; at the end of the day, we are all humans &amp; we are the only one who can make this world a<U+0085>",646,FALSE,FALSE,807676911056986112,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",FALSE,"Sat Dec 10 20:02:36 +0000 2016",NA,NA,"en",34,FALSE,"spiritual home: land of dreams",51140041,"L<U+0665>v<U+2208>  does not consist in gazing at each other, but in looking outward together in the same direction. ~<U+262E>+<U+10E6> ~",FALSE,"Fri Jun 26 17:16:38 +0000 2009",16506,651,100,FALSE,"http://its-all-for-love.blogspot.com/","Cassarah","Monrovia","en",0,439,"Cassarah_",NA,NA
"RT @FarriRizvi: In #Karachi Many Political activists r detained by Para-military forces. #FreeToBeHome #HumanRightsDay https://t.co/GOZCDnt<U+0085>",2,FALSE,FALSE,807676913095479296,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:02:36 +0000 2016",NA,NA,"en",11,FALSE,"Chicago, IL",153872242,"Vilocity",FALSE,"Wed Jun 09 19:26:01 +0000 2010",18810,178,34065,FALSE,NA,"Arif Zaidi",NA,"en",NA,175,"justvirgo",NA,NA
"RT @KamalaHarris: Women<U+0092>s rights.
LGBT rights.
Indigenous rights.
Immigration rights.
On #HumanRightsDay, let<U+0092>s re-dedicate ourselves to fi<U+0085>",376,FALSE,FALSE,807676917608513536,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:02:37 +0000 2016",NA,NA,"en",4,FALSE,"Connecticut born and raised",18174232,"Will work for soccer =)",FALSE,"Tue Dec 16 22:05:34 +0000 2008",3931,185,4052,FALSE,NA,"selena42222","Eastern Time (US & Canada)","en",-18000,1019,"selena42222",NA,NA
"RT @foreignoffice: Please RT &amp; share the story of Issa, a human rights defender in the Occupied Palestinian Territories #HumanRightsDay htt<U+0085>",106,FALSE,FALSE,807676917289807872,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:02:37 +0000 2016",NA,NA,"en",9,FALSE,"Manchester, England",771364520539422720,"Granny. Health worker OUR NHS. Human Rights. Fairness. Justice. Music PALESTINE WILL BE FREE",FALSE,"Thu Sep 01 15:10:07 +0000 2016",1444,217,1800,FALSE,NA,"Lucy Diamond","London","en-gb",0,389,"sevenmilesouta",NA,NA
"RT @apurposefulwife: Stop the #WhiteGenocide in South Africa 

#HumanRightsDay https://t.co/UL1XQAtOvD",5,FALSE,FALSE,807676919592292352,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:02:38 +0000 2016",NA,NA,"en",1,FALSE,"Los Angeles",452754580,"...now what",FALSE,"Mon Jan 02 06:18:02 +0000 2012",707,35,2039,FALSE,NA,"y'kno",NA,"en",NA,119,"StudeJ",NA,NA
"RT @Refugees_Gr: #HumanRightsDay
#refugeesgr victims of torture and violence 
How do you encourage these people reach medical support when<U+0085>",6,FALSE,FALSE,807676922045992960,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:02:38 +0000 2016",NA,NA,"en",516,FALSE,"Canada",110728224,"#HumanRightsWatch #AntiFas #Refugiados 
#StopRacism& #StopHatred,#FightingFascism 4A #BetterEarth. #TakeMoneyOutOfPolitics",FALSE,"Tue Feb 02 15:29:33 +0000 2010",41908,1934,13072,FALSE,NA,"SRA <U+2193>","Pacific Time (US & Canada)","en",-28800,4660,"SRAntiFascism",NA,NA
"Taking back #HumanRightsDay in Vancouver with the launch of 101 Days of Action Against Discrimination. Take the ple<U+0085> https://t.co/cPA18tIQ00",0,FALSE,TRUE,807676920754118656,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:02:38 +0000 2016",NA,NA,"en",556,FALSE,"Vancouver, BC, Canada",17892687,"Former Green Party school trustee, current Vision Vancouver city councillor",TRUE,"Fri Dec 05 07:22:07 +0000 2008",14401,13833,4601,FALSE,"http://about.me/andreareimer","Andrea Reimer  <U+60E0><U+7DBA><U+6587>","Pacific Time (US & Canada)","en",-28800,7819,"andreareimer",NA,NA
"RT @Malsharifi: Youngster due to be sentenced to beheading &amp; crucifixion in Saudi Arb

@Harryslaststand pls share on #HumanRightsDay https:<U+0085>",81,FALSE,FALSE,807676926106206208,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:02:39 +0000 2016",NA,NA,"en",119,FALSE,"Taunton",23122074,"Wife, Mum, Nana, Music lover, Libdem Councillor",FALSE,"Fri Mar 06 21:34:05 +0000 2009",19735,615,7215,FALSE,NA,"Francesca",NA,"en",NA,781,"Frasmi",NA,NA
"RT @HRW_Venezuela: RT This #HumanRightsDay call on intl leaders 2 press @maduro_en 2 release pol prisoners, hold elections &amp; address h<U+0085>",22,FALSE,FALSE,807676928706695168,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:02:40 +0000 2016",NA,NA,"en",51,FALSE,"<dc>T: 9.75179,-63.18278",80417681,"Venezolano Dem<f3>crata | Abogado corruptio optimi pessima | Activista de @VoluntadPopular | Apasionado por la Fotograf<ed>a Integrante de la Comunidad Sony Alpha",FALSE,"Tue Oct 06 22:17:06 +0000 2009",77821,873,1495,FALSE,NA,"Carlos Far<ed>as L","Caracas","es",-14400,964,"CJFariasL",NA,NA
"RT @Rajput_110: On world #HumanRightsDay a glimpse of how humans are treated in #Karachi by Pakistani forces.
@UNHumanRights @hrw https://t<U+0085>",136,FALSE,FALSE,807676929843351552,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:02:40 +0000 2016",NA,NA,"en",0,FALSE,"karachi",1333608655,NA,FALSE,"Sun Apr 07 09:08:21 +0000 2013",1081,129,72,FALSE,NA,"A.Khan",NA,"en",NA,323,"AB_Khan90",NA,NA
"+50,000 photos of torture smuggled out of Syria by Caesar military photographer https://t.co/nWLOhcxtNw #HumanRightsDay #StandUp4Syria",0,FALSE,FALSE,807676930778599424,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:02:40 +0000 2016",NA,NA,"en",18,FALSE,"Paris",408001131,"Let TRUTH JUSTICE and EQUITY rules JERUSALEM Say NO to the ANTICHRIST Stop killing innocent people !",FALSE,"Tue Nov 08 21:02:17 +0000 2011",15765,656,5976,FALSE,NA,"<U+270C>Syria<U+270C><U+FE0F>Pal<U+270C><U+FE0F>Yemen<U+261D><U+FE0F>","Paris","fr",3600,2622,"LouisaAchour",NA,NA
"RT @AmazonWatch: Indigenous Rights are Human Rights! #HumanRightsDay #December10 https://t.co/oQoKwBWFCL https://t.co/riOOX5gaI1",2,FALSE,FALSE,807676933051977728,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:02:41 +0000 2016",NA,NA,"en",16,FALSE,"Charols, France",4866470998,"Pr<e9>paration DAEFLE @alliancefrparis @Survival  @FPFCom @mvtcolibris @lacimade @ICRBucuresti @ag_biomedecine",FALSE,"Sun Jan 31 12:23:50 +0000 2016",1645,51,217,FALSE,NA,"Dominique BERNARD","Paris","fr",3600,247,"UnchiuDom",NA,NA
"RT @michaeldavis777: It's a #HOAX this #TWITTERSILENCE <U+26A0><U+FE0F> Instead let's focus on #HumanRightsDay &gt; Have a peaceful weekend @twitter<U+0085>",34,FALSE,FALSE,807676936747106304,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:02:42 +0000 2016",NA,NA,"en",24,FALSE,"Boston, MA",747231045024686080,"Human rights activist @MartyGottesfeld faces 25 years under the #CFAA for helping save Justina Pelletier. #FreeMartyG | http://facebook.com/FreeMartyG",FALSE,"Mon Jun 27 00:52:18 +0000 2016",2128,748,1483,FALSE,"http://www.freemartyg.com","FreeMartyG","Pacific Time (US & Canada)","en",-28800,418,"FreeMartyG",NA,NA
"This applies to all of us! Happy Human Rights Day 2016 @YouTube (Video) https://t.co/zB2QPSBcAQ @HumanRtsV #people #HumanRightsDay",0,FALSE,FALSE,807676939783831552,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:02:43 +0000 2016",NA,NA,"en",48,FALSE,"New England, USA",2281199234,"Art Appreciation editor at Bellaonline, Business Manager for Chanel, author of THE MAKING of BEAUTY book (pen name Calla Simone)",FALSE,"Tue Jan 07 21:40:17 +0000 2014",1387,1200,485,FALSE,"http://www.bellaonline.com/site/artappreciation","Camille Gizzarelli",NA,"en",NA,1178,"CGizzarelli",NA,NA
"RT @iPantellas: <U+00AB>Tutti gli esseri umani nascono liberi ed eguali in dignit<e0> e diritti.<U+00BB>

Rispetto. Sempre. #HumanRightsDay",90,FALSE,FALSE,807676942027804672,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:02:43 +0000 2016",NA,NA,"it",3,FALSE,"Francavilla al mare",792098125,"18, Italy // TH / LOTR / Divergent / HG / HP / Shadowhunters / PJ // TWD // Leo DiCaprio / Johnny Depp // Lube Macerata / Safety Perugia",TRUE,"Thu Aug 30 18:00:24 +0000 2012",22129,120,623,FALSE,NA,"29/4/16","Rome","it",3600,111,"LubeMacerata",NA,NA
"RT @bouska: homophobia
transphobia
xenophobia
sexism
racism
hate is hate.
stop judging, start loving.
#HumanRightsDay",508,FALSE,FALSE,807676943311269888,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:02:43 +0000 2016",NA,NA,"en",4,FALSE,"Connecticut born and raised",18174232,"Will work for soccer =)",FALSE,"Tue Dec 16 22:05:34 +0000 2008",3932,185,4052,FALSE,NA,"selena42222","Eastern Time (US & Canada)","en",-18000,1019,"selena42222",NA,NA
"RT @VASSY: All humans are born free &amp; equal. Be the person who lifts others up &amp; supports equality #HumanRightsDay Proud<U+0085>",3,FALSE,FALSE,807676944385015808,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:02:44 +0000 2016",NA,NA,"en",167,FALSE,"London, England",3176780884,"Social Media & Internet Radio Stations. Join us for a chat, listen to great music on our many radio stations, get your own radio station with us. London - UK.",TRUE,"Fri Apr 17 13:45:28 +0000 2015",26570,1628,2526,FALSE,"http://blastfi.com","BlastMusic","London","en",0,1243,"BlastFi",NA,NA
"RT @Avaaz: We are one world, one people. #HumanRightsDay https://t.co/QnlTWgdXkW",668,FALSE,FALSE,807676949023825920,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:02:45 +0000 2016",NA,NA,"en",66,FALSE,"Sparwood BC-Calgary-N.Ontario",27782482,"Medstudent @thenosm, @CFMSFEMC #OntarioRep, Interests in #Neurosurgery #Neurology #GlobalHealth, @CalgaryWHO cofounder #mountain adventure seeker @womensurgeons",TRUE,"Tue Mar 31 01:36:44 +0000 2009",3494,780,1385,FALSE,NA,"Kaylynn Purdy","Mountain Time (US & Canada)","en",-25200,1454,"KP_MD2018",NA,NA
"RT @NawalElZoghbi: We are Equal. Happy #HumanRightsDay https://t.co/5PCI8wI8Fg",38,FALSE,FALSE,807676950147907584,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:02:45 +0000 2016",NA,NA,"en",20,FALSE,"<U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>",2416038457,"Big fan @NawalElZoghbi & @beingsalmankhan <U+2764><U+FE0F><U+2764><U+FE0F> <U+062D><U+0633><U+0627><U+0628><U+064A> <U+0639><U+0644><U+0649> <U+0627><U+0644><U+0627><U+0646><U+0633><U+062A><U+0627> : http://Instagram.com/mno_1188",FALSE,"Fri Mar 28 14:57:43 +0000 2014",54581,2108,43190,FALSE,NA,"mno",NA,"en",NA,222,"mnoelzoghi",NA,NA
"RT @USAKillsYemeni: <ed><U+00A0><U+00BC><ed><U+00BE><U+00A5>Video<ed><U+00A0><U+00BC><ed><U+00BE><U+00A5>
Shocking violations of Human Rights in #Yemen:<U+0093>The War on Children<U+0094> via ABC @ForeignOfficial #HumanRightsDay
ht<U+0085>",14,FALSE,FALSE,807676954149195776,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Sat Dec 10 20:02:46 +0000 2016",NA,NA,"en",4,FALSE,"Yemen",253562836,NA,FALSE,"Thu Feb 17 14:08:29 +0000 2011",792,25,1642,FALSE,NA,"Abdul Ghani","Baghdad","en",10800,87,"Abdulghani72",NA,NA
"RT @GuardianSustBiz: Workers who endure exploitation in the name of our cakes &amp; cosmetics are largely ignored #palmoil #HumanRightsDay http<U+0085>",3,FALSE,FALSE,807676954325512192,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",FALSE,"Sat Dec 10 20:02:46 +0000 2016",NA,NA,"en",372,FALSE,"York, North Yorkshire",9210512,"Making sense of sustainability. Keynote speaker, consultant and workshop leader. Find The Sustainable Futures Report on iTunes or http://www.susbiz.biz",TRUE,"Tue Oct 02 17:40:05 +0000 2007",9546,1052,826,FALSE,"http://www.anthony-day.com","Anthony Day","London","en",0,758,"AnthonyDay",NA,NA
"RT @juvenmiraespana: @GlobalMiraism @Declaracion @ONU_derechos @AmigosMIRAEspan #DiaDerechosHumanos #HumanRightsDay https://t.co/yYZh5tkk5X",1,FALSE,FALSE,807676956171005952,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:02:46 +0000 2016",NA,NA,"und",7,FALSE,"Barcelona (Espa<f1>a)",718726170,"Estudiante en Ingenier<ed>a Qu<ed>mica",FALSE,"Thu Jul 26 20:42:09 +0000 2012",1614,280,1405,FALSE,NA,"Lynda D.","Madrid","es",3600,256,"LyndaVivas",NA,NA
"RT @Refugees_Gr: #HumanRightsDay
#refugeesgr 
How does EU and Greece prevent LGBTQI+ refugees lives, asylum rights and human rights ?",8,FALSE,FALSE,807676957504606208,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:02:47 +0000 2016",NA,NA,"en",516,FALSE,"Canada",110728224,"#HumanRightsWatch #AntiFas #Refugiados 
#StopRacism& #StopHatred,#FightingFascism 4A #BetterEarth. #TakeMoneyOutOfPolitics",FALSE,"Tue Feb 02 15:29:33 +0000 2010",41908,1934,13072,FALSE,NA,"SRA <U+2193>","Pacific Time (US & Canada)","en",-28800,4660,"SRAntiFascism",NA,NA
"RT @meakoopa: Today is supposed to be #HumanRightsDay. The next POTUS is a feckless puppet installed by a viciously anti-gay foreign power.<U+0085>",112,FALSE,FALSE,807676958188380160,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:02:47 +0000 2016",NA,NA,"en",0,FALSE,"Denton, TX",757292179341520896,"Level 19 Social Justice Paladin. Likes Pizza. Maybe a little bit too much. All for upholding fully automated luxury gay space communism<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,"Sun Jul 24 19:11:40 +0000 2016",363,15,337,FALSE,NA,"Zach Fargo","Pacific Time (US & Canada)","en",-28800,160,"LoneStarLibSoc",NA,NA
"RT @KamalaHarris: Women<U+0092>s rights.
LGBT rights.
Indigenous rights.
Immigration rights.
On #HumanRightsDay, let<U+0092>s re-dedicate ourselves to fi<U+0085>",377,FALSE,FALSE,807676960071618560,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",FALSE,"Sat Dec 10 20:02:47 +0000 2016",NA,NA,"en",2,FALSE,"Arizona",335163112,"Bookworm, animal lover, art enthusiast and film addict",TRUE,"Thu Jul 14 07:38:07 +0000 2011",7526,264,9024,FALSE,NA,"Eileen Steinbach",NA,"en",NA,798,"eileenv21",NA,NA
"Every human deserves dignity &amp; to live in peace without threat of harm. All children deserve to be happy &amp; to be educated. #HumanRightsDay",0,FALSE,FALSE,807676964781850624,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:02:48 +0000 2016",NA,NA,"en",214,FALSE,"Pluto",1730287453,"business devel in epidemiology, public speaker, human rights & dv advocate. suicide intervention w/ interests in US public policy & foreign relations. veteran",FALSE,"Thu Sep 05 00:02:37 +0000 2013",10735,14670,7089,FALSE,"http://AlgColvin.com","Al Colvin",NA,"en",NA,2776,"algcolvin",NA,NA
"RT @AmericanIndian8: Stand up for someone's rights today! https://t.co/YSOWiTDh5i
#HumanRightsDay #INDIGENOUS #TAIRP https://t.co/uD7dn7i5qU",38,FALSE,FALSE,807676966828552192,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:02:49 +0000 2016",NA,NA,"en",32,FALSE,"Canada",22404537,"PowwoweeKazawee is walking forward. Never forget there's no right or wrong in reason. 10,000 grandparents made me who I am today. Creator has boundaries too!",TRUE,"Sun Mar 01 20:47:42 +0000 2009",4972,838,70,FALSE,"http://theworldissmallernowbuyerbeaware.blogspot.ca/","PowwoweeKazawee","Mountain Time (US & Canada)","en",-25200,2099,"HapanKinyewakan",NA,NA
"RT @L_Babenberg: What about the human rights of Whites?
#HumanRightsDay #whitegenocide https://t.co/JZu7t5jEsk",20,FALSE,FALSE,807676968112128000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:02:49 +0000 2016",NA,NA,"en",4,FALSE,"United States",790208018252169216,"White Nationalist. Humanitarianism is the expression of stupidity and cowardice.
. #openbordersforisreal #blaxit",FALSE,"Sun Oct 23 15:07:27 +0000 2016",1210,76,1077,FALSE,"http://dailystormer.com","(((goyknows)))",NA,"en",NA,180,"shotsfiredxiv",NA,NA
"RT @nvrggivup: #HumanRightsDay THE DONALD https://t.co/xxxn50xSMZ",15,FALSE,FALSE,807676975993262080,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Sat Dec 10 20:02:51 +0000 2016",NA,NA,"en",2949,FALSE,"Eye In The Sky always Watching",317768943,"Tattoo Demon by Mike Hassapelis out on Amazon ebooks.Searching for  an original idea? WWll Merchant Marine turned tattooed weapon by the Nazis.Cursed marked",TRUE,"Wed Jun 15 13:06:17 +0000 2011",145412,13890,5512,FALSE,"http://www.amazon.com/dp/B00HNTQRE4","Mike Hassapelis","Eastern Time (US & Canada)","en",-18000,14756,"hassapelis1",NA,NA
"RT @stefaniafoddis1: Human rights are a fairy tale for some children ..
#Palestine 
#HumanRightsDay https://t.co/O3JMIzZvUF",16,FALSE,FALSE,807676976060198912,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 20:02:51 +0000 2016",NA,NA,"en",8,FALSE,"Maryville, TN",67638613,NA,TRUE,"Fri Aug 21 15:46:33 +0000 2009",4525,454,1600,FALSE,NA,"#PemimpinIngkarJanji",NA,"en",NA,2098,"9NagaProKomunis",NA,NA
"RT @AmyMek: Muslims Sell Girls like Cattle <ed><U+00A0><U+00BD><ed><U+00B1><U+0089>Little Children are being auctioned every week in Afghanistan!

#HumanRightsDay https://t.co/am<U+0085>",201,FALSE,FALSE,807676978648281088,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:02:52 +0000 2016",NA,NA,"en",80,FALSE,"Planeta Tierra",1278184561,"-No NWO-No Imperialism-Countries back to the People-- Founder of WORD HEALTH ORGANISATION Freedom means Freedom and not War",FALSE,"Mon Mar 18 16:26:32 +0000 2013",61527,1796,758,FALSE,NA,"Carlos Castaneda","Atlantic Time (Canada)","de",-14400,1398,"KrabatKabat",NA,NA
"Let's ask the @UN, who just posted about the issue, shall we?  Ridiculous.  #HumanRightsDay https://t.co/qI27RInGLq",0,FALSE,FALSE,807676979361284096,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 20:02:52 +0000 2016",NA,NA,"en",59,FALSE,"Montreal, QC",727595749844910080,"American by birth, Canadian by the grace of God. Photographer with a JD. Liberal, agnostic, redhead. Mom, not wife. #pro-choice #StandWithAleppo",TRUE,"Tue May 03 20:28:39 +0000 2016",18161,600,5791,FALSE,"http://www.instagram.com/ldravland","Laura Dravland","Pacific Time (US & Canada)","en",-28800,962,"LauraDravland",NA,NA
"#HumanRightsDay 
#HumanRights <U+FE0F> #Anonymous 
 #<U+0627><U+0644><U+064A><U+0648><U+0645>_<U+0627><U+0644><U+0639><U+0627><U+0644><U+0645><U+064A>_<U+0644><U+062D><U+0642><U+0648><U+0642>_<U+0627><U+0644><U+0627><U+0646><U+0633><U+0627><U+0646> https://t.co/O5Ke3VTmES",0,FALSE,FALSE,807676978606252032,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 20:02:52 +0000 2016",NA,NA,"und",33,FALSE,"Yemen<U+2764><U+2B50><U+062A><U+063A><U+0631><U+064A><U+062F><U+0627><U+062A><U+064A> <U+0628><U+0627><U+0644><U+0645><U+0641><U+0636><U+0644><U+0647> <U+2B50><U+2764>",740682646968250368,"<U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+0628><U+062A><U+0627><U+0631><U+064A><U+062E><U+064A> <U+0627><U+0641><U+062A><U+062E><U+0631> , <U+200F><U+0644><U+0627><U+0646><U+064A> <U+064A><U+0645><U+0627><U+0646><U+064A> <U+0633><U+0627><U+0646><U+062A><U+0635><U+0631> 
<U+0634><U+0631><U+064A><U+0639><U+0647> <U+0648><U+0642><U+0627><U+0646><U+0648><U+0646> ( <U+0644><U+064A><U+0633><U+0627><U+0646><U+0633> )
<U+062A><U+063A><U+0631><U+064A><U+062F><U+0627><U+062A><U+064A> <U+0641><U+064A> <U+0627><U+0644><U+0627><U+0639><U+062C><U+0627><U+0628><U+0627><U+062A> <U+0642><U+0645> <U+0628><U+062A><U+062D><U+062F><U+064A><U+062B><U+0647><U+0627>",FALSE,"Wed Jun 08 23:11:19 +0000 2016",26955,1768,13504,FALSE,"http://yemenwar.info","<U+0623><U+0631><U+0641><U+0639> <U+0631><U+0622><U+0633><U+0643>,,<U+0623><U+0646><U+062A> <U+064A><U+0645><U+0627><U+0646><U+064A>",NA,"ar",NA,266,"aoUa3wiYVlSCWa2",NA,NA
".@Number10gov is celebrating #HumanRightsDay in #Bahrain and other #gcc",0,FALSE,FALSE,807676983232630784,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Sat Dec 10 20:02:53 +0000 2016",NA,NA,"en",48,FALSE,"Beirut",123181295,"Int'l Affairs - #Beirut #Lebanon - #politics. Current interests: O&G, public transportation, #extreme sports, comms&SM. #travel insta: @FromLB2thePlanet",TRUE,"Mon Mar 15 07:48:36 +0000 2010",2212,308,43,FALSE,"http://bechemaly.blogspot.com/","Bechemaly","Cairo","en",7200,385,"becharachemaly",NA,NA
"RT @USAKillsYemeni: <ed><U+00A0><U+00BC><ed><U+00BE><U+00A5>A Must-Watch Video documentary by @HRW <ed><U+00A0><U+00BC><ed><U+00BE><U+00A5>
""Saudi-Led Coalition Strikes Market with US-Made Bombs"" #HumanRightsDay
https<U+0085>",7,FALSE,FALSE,807676984847466496,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Sat Dec 10 20:02:53 +0000 2016",NA,NA,"en",4,FALSE,"Yemen",253562836,NA,FALSE,"Thu Feb 17 14:08:29 +0000 2011",793,25,1643,FALSE,NA,"Abdul Ghani","Baghdad","en",10800,87,"Abdulghani72",NA,NA
